Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,None,9781421558820,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,0,"BLEACH, VOL. 57",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558820.jpg,http://www.amazon.com/Bleach-Vol-57-Tite-Kubo/dp/1421558823?tag=thenewyorktim-20,,,,,,
2,0,1,0,0,1421558866,9781421558868,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,0,"BLUE EXORCIST, VOL. 10",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558868.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421558866?tag=thenewyorktim-20,,,,,,14215588669781421558868
3,0,1,0,0,None,9781421535517,VIZ Media,"From the publisher: ""On an accidental seafaring adventure in a submarine, Ruby discovers something mysterious deep beneath the waves. Then fishing nets him another Pokemon.""",0,"POKEMON ADVENTURES, VOL. 17",Hidenori Kusaka and Satoshi Yamamoto,by Hidenori Kusaka and Satoshi Yamamoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421535517.jpg,http://www.amazon.com/Pok?tag=thenewyorktim-20,,,,,,
4,0,1,0,0,1612622690,9781612622699,Kodansha Comics,The Fairy Tail are a group of powerful wizards.,0,"FAIRY TAIL, VOL. 27",Hiro Mashima,by Hiro Mashima,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622699.jpg,http://www.amazon.com/Fairy-Tail-27-Hiro-Mashima/dp/1612622690?tag=thenewyorktim-20,,,,,,16126226909781612622699
5,0,1,0,0,142155898X,9781421558981,VIZ Media,"Introducing Pokemon trainers White, who assists would-be performers, and Black, who sets off to explore the Unova region on a mission for Professor Juniper.",0,"POKEMON ADVENTURES BLACK AND WHITE, VOL. 1",Hidenori Kusaka,by Hidenori Kusaka,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558981.jpg,http://www.amazon.com/Pok?tag=thenewyorktim-20,,,,,,142155898X9781421558981
6,0,1,0,0,1421551454,9781421551456,VIZ Media,Ageha Yoshina is searching for a friend who has gone missing and he finds himself in a deadly game with the Psyren Secret Society.,0,"PSYREN, VOL. 11",Toshiaki Iwashiro,by Toshiaki Iwashiro,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421551456.jpg,http://www.amazon.com/Psyren-Vol-11-Toshiaki-Iwashiro/dp/1421551454?tag=thenewyorktim-20,,,,,,14215514549781421551456
7,0,1,0,0,1937867331,9781937867331,Seven Seas Entertainment,"As Alice explores more of Wonderland, her relationship with the Chesire Cat deepens.",0,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 5",QuinRose and Mamenosuke Fujimaru,by QuinRose and Mamenosuke Fujimaru,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781937867331.jpg,http://www.amazon.com/Alice-Country-Clover-Cheshire-Waltz/dp/1937867331?tag=thenewyorktim-20,,,,,,19378673319781937867331
8,0,2,0,0,0316250856,9780316250856,Yen Press,"Kraft Lawrence, a young merchant finds himself with a companion: Holo, the Wolf-God of the harvest.",0,"SPICE AND WOLF, VOL. 8",Isuna Hasekura,by Isuna Hasekura,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316250856.jpg,http://www.amazon.com/Spice-Wolf-Vol-manga/dp/0316250856?tag=thenewyorktim-20,,,,,,03162508569780316250856
9,0,2,0,0,1935654888,9781935654889,Vertical,"This new, expanded edition delves deeper into the story of Amuro Ray, a teenage mechanic, and an experimental defense suit who are in the middle of a space war.",0,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 2",Hajime Yatate and Hajime Yatate,by Hajime Yatate and Hajime Yatate,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654889.jpg,http://www.amazon.com/Mobile-Suit-Gundam-Origin-Garma/dp/1935654888?tag=thenewyorktim-20,,,,,,19356548889781935654889
10,0,4,0,0,1612622542,9781612622545,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 5",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622545.jpg,http://www.amazon.com/Attack-Titan-5-Hajime-Isayama/dp/1612622542?tag=thenewyorktim-20,,,,,,16126225429781612622545
