Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
1,0,1,0,0,1939130190,9781939130198,Vertical,The adaptation of the popular animated series continues here when the citizens of the space colony Side-3 begin to call for independence from Earth.,0,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 5",Yoshikazu Yasuhiko,by Yoshikazu Yasuhiko,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781939130198.jpg,http://www.amazon.com/Mobile-Suit-Gundam-ORIGIN-Volume/dp/1939130190?tag=thenewyorktim-20,,,,,,19391301909781939130198
2,0,1,0,0,0316406945,9780316406949,Yen Press,Death the Kid decides that the only way to ensure harmony and balance is to destroy civilization until nothing remains.,0,"SOUL EATER, VOL. 19",Atsushi Ohkubo,by Atsushi Ohkubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316406949.jpeg,http://www.amazon.com/Soul-Eater-Vol-Atsushi-Ohkubo/dp/0316406945?tag=thenewyorktim-20,,,,,,03164069459780316406949
3,0,42,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,,16126202489781612620244
4,0,3,0,0,1612629105,9781612629100,Kodansha Comics,"In this prequel story, a group of Titan–worshipping cultists open the gates and a baby is the only survivor when a Titan inevitably attacks.",0,"ATTACK ON TITAN: BEFORE THE FALL, VOL. 1","Hajime Isayama, Ryo Suzukaze and Satoshi Shiki","by Hajime Isayama, Ryo Suzukaze and Satoshi Shiki",,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612629100.jpeg,http://www.amazon.com/Attack-Titan-Before-Fall-1/dp/1612629105?tag=thenewyorktim-20,,,,,,16126291059781612629100
5,0,2,0,0,1612629164,9781612629162,Kodansha Comics,"This spin-off series features the middle school adventures of Eren, Mikasa and the rest of the “Attack On Titan” cast.",0,"ATTACK ON TITAN: JUNIOR HIGH, VOL. 1",Hajime Isayama and Saki Nakagawa,by Hajime Isayama and Saki Nakagawa,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612629162.jpeg,http://www.amazon.com/Attack-Titan-Junior-High-1/dp/1612629164?tag=thenewyorktim-20,,,,,,16126291649781612629162
6,0,1,0,0,031640120X,9780316401203,Yen Press,"This series adapts the plot from the role-playing video game. In this volume, Roxas is ordered to go to Wonderland.",0,"KINGDOM HEARTS 358/2 DAYS, VOL. 3",Shiro Amano,by Shiro Amano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316401203.jpeg,http://www.amazon.com/Kingdom-Hearts-358-Days-Vol/dp/031640120X?tag=thenewyorktim-20,,,,,,031640120X9780316401203
7,0,1,0,0,0316370517,9780316370516,Yen Press,"Two magical girls, Mami and Kyouko Sakura, join forces and become fast friends until a decision from Kyouko’s past comes back to haunt her.",0,"PUELLA MAGI MADOKA MAGICA: THE DIFFERENT STORY, VOL. 1",Magica Quartet and Hanokage,by Magica Quartet and Hanokage,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316370516.jpeg,http://www.amazon.com/Puella-Magi-Madoka-Magica-Different/dp/0316370517?tag=thenewyorktim-20,,,,,,03163705179780316370516
8,0,8,0,0,1612626769,9781612626765,Kodansha Comics,"The 104th Training Corps stop for a much–needed respite in Utgard Castle, but their plans to rest are foiled when they discover that the Titans are now attacking at night.",0,"ATTACK ON TITAN, VOL. 10",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612626765.jpg,http://www.amazon.com/Attack-Titan-10-Hajime-Isayama/dp/1612626769?tag=thenewyorktim-20,,,,,,16126267699781612626765
9,0,1,0,0,1612624324,9781612624327,Kodansha Comics,Fairy Tail vaults to the top of the rankings in the Grand Magic Games but why aren’t they excited about their victory?,0,"FAIRY TAIL, VOL. 36",Hiro Mashima,by Hiro Mashima,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612624327.jpeg,http://www.amazon.com/Fairy-Tail-36-Hiro-Mashima/dp/1612624324?tag=thenewyorktim-20,,,,,,16126243249781612624327
10,0,2,0,0,1626920524,9781626920521,Seven Seas Entertainment,Alice must make a choice once and for all between her two eligible suitors: Peter White and Elliot March.,0,ALICE IN THE COUNTRY OF CLOVER: MARCH HARE,QuinRose and Soyogo Iwaki,by QuinRose and Soyogo Iwaki,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781626920521.jpeg,http://www.amazon.com/Alice-Country-Clover-March-Unnumbered/dp/1626920524?tag=thenewyorktim-20,,,,,,16269205249781626920521
