List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2013-05-04,2013-05-19,1,0,2,0,0,1612622437,9781612622439,Kodansha Comics,"Negi, the boy wizard, learns he will be teaching English at an all-girls high school in Japan, but he must keep his powers a secret.",0,"NEGIMA MAGISTER NEGI MAGI, VOL. 38",Ken Akamatsu,by Ken Akamatsu,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622439.jpg,http://www.amazon.com/Negima-38-Ken-Akamatsu/dp/1612622437?tag=thenewyorktim-20,,,,,,16126224379781612622439
Manga,2013-05-04,2013-05-19,2,0,1,0,0,1612622674,9781612622675,Kodansha Comics,The Fairy Tail are a group of powerful wizards.,0,"FAIRY TAIL, VOL. 25",Hiro Mashima,by Hiro Mashima,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622675.jpg,http://www.amazon.com/Fairy-Tail-25-Hiro-Mashima/dp/1612622674?tag=thenewyorktim-20,,,,,,16126226749781612622675
Manga,2013-05-04,2013-05-19,3,0,2,0,0,None,9780316244299,Yen Press,Sebastian is a loyal butler who moves easily from dinner parties to the underworld. Is he too good to be true? Is he even human?,0,"BLACK BUTLER, VOL. 13",Yana Toboso,by Yana Toboso,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316244299.jpg,http://www.amazon.com/Black-Butler-Vol-Yana-Toboso/dp/0316244295?tag=thenewyorktim-20,,,,,,
Manga,2013-05-04,2013-05-19,4,0,2,0,0,0316234923,9780316234924,Yen Press,Alice encounters the March Hare.,0,"ALICE IN THE COUNTRY OF HEARTS: MY FANATIC RABBIT, VOL. 2",QuinRose and Delico Psyche,by QuinRose and Delico Psyche,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316234924.jpg,http://www.amazon.com/Alice-Country-Hearts-Fanatic-Rabbit/dp/0316234923?tag=thenewyorktim-20,,,,,,03162349239780316234924
Manga,2013-05-04,2013-05-19,5,0,1,0,0,0316245305,9780316245302,Yen Press,"When players of a mobile game decide to meet offline, they are not prepared for the sinister consequences.",0,"DOUBT, VOL. 1",Yoshiki Tonogai,by Yoshiki Tonogai,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316245302.jpg,http://www.amazon.com/Doubt-Vol-1-Yoshiki-Tonogai/dp/0316245305?tag=thenewyorktim-20,,,,,,03162453059780316245302
Manga,2013-05-04,2013-05-19,6,0,3,0,0,1421555611,9781421555614,VIZ Media,"Wild Tiger has seen better days as a hero — and better ratings for his part on the ""Hero TV"" reality show. Will things improve with his rookie partner Barnaby Brooks Jr.?",0,"TIGER AND BUNNY, VOL. 1",Masafumi Nishida and Mizuki Sakakibara,by Masafumi Nishida and Mizuki Sakakibara,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421555614.jpg,http://www.amazon.com/Tiger-Bunny-Vol-Mizuki-Sakakibara/dp/1421555611?tag=thenewyorktim-20,,,,,,14215556119781421555614
Manga,2013-05-04,2013-05-19,7,0,8,0,0,1421549433,9781421549439,VIZ Media,"From the publisher: ""Naruto impresses the Allied Shinobi Forces with his newfound strength.""",0,"NARUTO, VOL. 60",Masashi Kishimoto,by Masashi Kishimoto,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549439.jpg,http://www.amazon.com/Naruto-Vol-60-Masashi-Kishimoto/dp/1421549433?tag=thenewyorktim-20,,,,,,14215494339781421549439
Manga,2013-05-04,2013-05-19,8,0,3,0,0,1421549204,9781421549200,VIZ Media,Princess Nakaba and Prince Caesar are married to keep peace between warring countries. Will they learn to love each other?,0,"DAWN OF THE ARCANA, VOL. 9",Rei Toma,by Rei Toma,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549200.jpg,http://www.amazon.com/Dawn-Arcana-Vol-Rei-Toma/dp/1421549204?tag=thenewyorktim-20,,,,,,14215492049781421549200
Manga,2013-05-04,2013-05-19,9,0,1,0,0,031624533X,9780316245333,Yen Press,"Talk about a complicated life: a male high school student is murdered, then becomes a zombie, and is then transformed into a magical girl.",0,"IS THIS A ZOMBIE, VOL. 4",Shinichi Kimura and Sacchi,by Shinichi Kimura and Sacchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316245333.jpg,http://www.amazon.com/This-Zombie-Vol-Kore-Desu-ka/dp/031624533X?tag=thenewyorktim-20,,,,,,031624533X9780316245333
Manga,2013-05-04,2013-05-19,10,0,6,0,0,161262006X,9781612620060,Kodansha Comics,"Sailor Moon fights for justice in the name of the Moon and the mysterious Moon Princess. Along the way, she recruits other girls to be Sailor Scouts and join her fight against evil.",0,"SAILOR MOON, VOL. 10",Naoko Takeuchi,by Naoko Takeuchi,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620060.jpg,http://www.amazon.com/Sailor-Moon-10-Naoko-Takeuchi/dp/161262006X?tag=thenewyorktim-20,,,,,,161262006X9781612620060
