List Name,Bestsellers Date,Published Date,Rank,Rank Last Week,Weeks on List,Asterisk,Dagger,Primary ISBN10,Primary ISBN13,Publisher,Description,Price,Title,Author,Contributor,Contributor Note,Book Image,Amazon Product URL,Age Group,Book Review Link,First Chapter Link,Sunday Review Link,Article Chapter Link
Manga,2013-07-13,2013-07-28,1,0,2,0,0,1421558866,9781421558868,VIZ Media,Rin Okumura joins an exorcist academy in order to control his inner demon. Will his classmates find out about his satanic bloodline?,0,"BLUE EXORCIST, VOL. 10",Kazue Kato,by Kazue Kato,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558868.jpg,http://www.amazon.com/Blue-Exorcist-Vol-Kazue-Kato/dp/1421558866?tag=thenewyorktim-20,,,,,,14215588669781421558868
Manga,2013-07-13,2013-07-28,2,0,1,0,0,142155562X,9781421555621,VIZ Media,"Wild Tiger has seen better days as a hero — and better ratings for his part on the ""Hero TV"" reality show. Will things improve with his rookie partner Barnaby Brooks Jr.?",0,TIGER AND BUNNY. VOL. 2,Masafumi Nishida and Mizuki Sakakibara,by Masafumi Nishida and Mizuki Sakakibara,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421555621.jpg,http://www.amazon.com/Tiger-Bunny-Vol-Mizuki-Sakakibara/dp/142155562X?tag=thenewyorktim-20,,,,,,142155562X9781421555621
Manga,2013-07-13,2013-07-28,3,0,2,0,0,None,9781421558820,VIZ Media,Ichigo Kurosaki sees dead people and must help usher them safely into the afterlife.,0,"BLEACH, VOL. 57",Tite Kubo,by Tite Kubo,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421558820.jpg,http://www.amazon.com/Bleach-Vol-57-Tite-Kubo/dp/1421558823?tag=thenewyorktim-20,,,,,,
Manga,2013-07-13,2013-07-28,4,0,5,0,0,1612620248,9781612620244,Kodansha Comics,Is this the end of humanity? It sure looks that way when what is left of mankind must go into hiding to escape the giant humanoids known as the Titans.,0,"ATTACK ON TITAN, VOL. 1",Hajime Isayama,by Hajime Isayama,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612620244.jpg,http://www.amazon.com/Attack-Titan-1-Hajime-Isayama/dp/1612620248?tag=thenewyorktim-20,,,,,,16126202489781612620244
Manga,2013-07-13,2013-07-28,5,0,1,0,0,142154993X,9781421549934,VIZ Media,"Ritsuka is heartbroken over his brother’s death, but will the insight that Soubi, a mysterious, handsome college student, has make things any better?",0,"LOVELESS: 2-IN-1, VOL. 4",Yun Kouga,by Yun Kouga,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421549934.jpg,http://www.amazon.com/Loveless-2-1-Vol-Includes/dp/142154993X?tag=thenewyorktim-20,,,,,,142154993X9781421549934
Manga,2013-07-13,2013-07-28,6,0,2,0,0,1421551454,9781421551456,VIZ Media,Ageha Yoshina is searching for a friend who has gone missing and he finds himself in a deadly game with the Psyren Secret Society.,0,"PSYREN, VOL. 11",Toshiaki Iwashiro,by Toshiaki Iwashiro,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781421551456.jpg,http://www.amazon.com/Psyren-Vol-11-Toshiaki-Iwashiro/dp/1421551454?tag=thenewyorktim-20,,,,,,14215514549781421551456
Manga,2013-07-13,2013-07-28,7,0,2,0,0,1612622690,9781612622699,Kodansha Comics,The Fairy Tail are a group of powerful wizards.,0,"FAIRY TAIL, VOL. 27",Hiro Mashima,by Hiro Mashima,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781612622699.jpg,http://www.amazon.com/Fairy-Tail-27-Hiro-Mashima/dp/1612622690?tag=thenewyorktim-20,,,,,,16126226909781612622699
Manga,2013-07-13,2013-07-28,8,0,2,0,0,1937867331,9781937867331,Seven Seas Entertainment,"As Alice explores more of Wonderland, her relationship with the Chesire Cat deepens.",0,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 5",QuinRose and Mamenosuke Fujimaru,by QuinRose and Mamenosuke Fujimaru,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781937867331.jpg,http://www.amazon.com/Alice-Country-Clover-Cheshire-Waltz/dp/1937867331?tag=thenewyorktim-20,,,,,,19378673319781937867331
Manga,2013-07-13,2013-07-28,9,0,3,0,0,1935654888,9781935654889,Vertical,"This new, expanded edition delves deeper into the story of Amuro Ray, a teenage mechanic, and an experimental defense suit who are in the middle of a space war.",0,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 2",Hajime Yatate and Hajime Yatate,by Hajime Yatate and Hajime Yatate,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9781935654889.jpg,http://www.amazon.com/Mobile-Suit-Gundam-Origin-Garma/dp/1935654888?tag=thenewyorktim-20,,,,,,19356548889781935654889
Manga,2013-07-13,2013-07-28,10,0,2,0,0,0316254207,9780316254205,Yen Press,A boy separated from his friends crosses paths with Donald Duck and Goofy who are searching for Mickey Mouse.,0,"KINGDOM HEARTS, CHAIN OF MEMORIES",Shiro Amano,by Shiro Amano,,http://du.ec2.nytimes.com.s3.amazonaws.com/prd/books/9780316255622.jpg,http://www.amazon.com/Kingdom-Hearts-Memories-Shiro-Amano/dp/0316255629?tag=thenewyorktim-20,,,,,,0316255629978031625562203162542159780316254212
