"Primary ISBN10","Primary ISBN13",Title,Author
0316245321,9780316245326,"DURARARA: SAIKA ARC, VOL. 1","Ryohgo Narita"
0316250945,9780316250948,"DURARARA: SAIKA ARC, VOL. 2","Ryohgo Narita and Akiyo Satorigi"
0316369012,9780316369015,"DURARARA: SAIKA ARC, VOL. 3","Ryohgo Narita and Akiyo Satorigi"
1421536412,9781421536415,"EXCEL SAGA, VOL. 23","Rikdo Koshi"
2765408939,9782765408932,"Eden, Vol. 11","Hiroki Endo"
1612620582,9781612620589,"FAIRY TAIL 21","Hiro Mashima"
1612624073,9781612624075,"FAIRY TAIL, 30","Hiro Mashima"
0345514572,9780345514578,"FAIRY TAIL, VOL. 10","Hiro Mashima"
0345519922,9780345519924,"FAIRY TAIL, VOL. 11","Hiro Mashima"
0345519930,9780345519931,"FAIRY TAIL, VOL. 12","Hiro Mashima"
1612622836,9781612622835,"FAIRY TAIL, VOL. 12","Hiro Mashima"
1935429329,9781935429326,"FAIRY TAIL, VOL. 13","Hiro Mashima"
1935429345,9781935429340,"FAIRY TAIL, VOL. 15","Hiro Mashima"
1935429353,9781935429357,"FAIRY TAIL, VOL. 16","Hiro Mashima"
161262054X,9781612620541,"FAIRY TAIL, VOL. 17","Hiro Mashima"
1612620558,9781612620558,"FAIRY TAIL, VOL. 18","Hiro Mashima"
1612620566,9781612620565,"FAIRY TAIL, VOL. 19","Hiro Mashima"
1612620574,9781612620572,"FAIRY TAIL, VOL. 20","Hiro Mashima"
1612620604,9781612620602,"FAIRY TAIL, VOL. 23","Hiro Mashima"
1612622666,9781612622668,"FAIRY TAIL, VOL. 24","Hiro Mashima"
1612622674,9781612622675,"FAIRY TAIL, VOL. 25","Hiro Mashima"
1612622682,9781612622682,"FAIRY TAIL, VOL. 26","Hiro Mashima"
1612622690,9781612622699,"FAIRY TAIL, VOL. 27","Hiro Mashima"
1612622704,9781612622705,"FAIRY TAIL, VOL. 28","Hiro Mashima"
1612624103,9781612624105,"FAIRY TAIL, VOL. 33","Hiro Mashima"
1612624111,9781612624112,"FAIRY TAIL, VOL. 34","Hiro Mashima"
161262412X,9781612624129,"FAIRY TAIL, VOL. 35","Hiro Mashima"
1612624324,9781612624327,"FAIRY TAIL, VOL. 36","Hiro Mashima"
1612624332,9781612624334,"FAIRY TAIL, VOL. 37","Hiro Mashima"
1612624340,9781612624341,"FAIRY TAIL, VOL. 38","Hiro Mashima"
1612624162,9781612624167,"FAIRY TAIL, VOL. 39","Hiro Mashima"
1612624170,9781612624174,"FAIRY TAIL, VOL. 40","Hiro Mashima"
1612624375,9781612624372,"FAIRY TAIL, VOL. 41","Hiro Mashima"
1612625614,9781612625614,"FAIRY TAIL, VOL. 42","Hiro Mashima"
1612625622,9781612625621,"FAIRY TAIL, VOL. 43","Hiro Mashima"
1612625630,9781612625638,"FAIRY TAIL, VOL. 44","Hiro Mashima"
1612625649,9781612625645,"FAIRY TAIL, VOL. 45","Hiro Mashima"
1612627978,9781612627977,"FAIRY TAIL, VOL. 46","Hiro Mashima"
1569701881,9781569701881,"FINDER, VOL. 3","Ayano Yamane"
156970273X,9781569702734,"FINDER, VOL. 6","Ayano Yamane"
1569703337,9781569703335,"FINDER, VOL. 7","Ayano Yamane"
1935654462,9781935654469,"FLOWERS OF EVIL, VOL. 1","Shuzo Oshimi"
1935654489,9781935654483,"FLOWERS OF EVIL, VOL. 3","Shuzo Oshimi"
1421540681,9781421540689,"FLUFFY, FLUFFY CINNAMOROLL, VOL. 3","Yumi Tsukirino"
1421572540,9781421572543,"FOOD WARS!, VOL. 1","Yuto Tsukudo and Shun Saeki"
1421572559,9781421572550,"FOOD WARS!, VOL. 2","Yuto Tsukuda and Shun Saeki"
1421572567,9781421572567,"FOOD WARS!, VOL. 3","Yuto Tsukuda and Shun Saeki"
1421572575,9781421572574,"FOOD WARS!, VOL. 4","Yuto Tsukuda and Shun Saeki"
292154864X,9782921548649,"FRUIT BASKETS, Vol. 22","Natsuki Takaya"
1427808279,9781427808271,"FRUITS BASKET, VOL. 23","Natsuki Takaya"
1427817987,9781427817983,"FRUITS BASKET: BANQUET","Takaya Natsuki"
1421540193,9781421540191,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2","Hiromu Arakawa"
1439576149,9781439576144,"FULLMETAL ALCHEMIST 18","Hiromu Arakawa"
1421525682,9781421525686,"FULLMETAL ALCHEMIST, VOL. 19","Hiromu Arakawa"
1421530341,9781421530345,"FULLMETAL ALCHEMIST, VOL. 20","Hiromu Arakawa"
1421532328,9781421532325,"FULLMETAL ALCHEMIST, VOL. 21","Hiromu Arakawa"
1421534134,9781421534138,"FULLMETAL ALCHEMIST, VOL. 22","Hiromu Arakawa"
1421536307,9781421536309,"FULLMETAL ALCHEMIST, VOL. 23","Hiromu Arakawa"
1421538121,9781421538129,"FULLMETAL ALCHEMIST, VOL. 24","Hiromu Arakawa"
1421539241,9781421539249,"FULLMETAL ALCHEMIST, VOL. 25","Hiromu Arakawa"
1421539624,9781421539621,"FULLMETAL ALCHEMIST, VOL. 26","Hiromu Arakawa"
1421539845,9781421539843,"FULLMETAL ALCHEMIST, VOL. 27","Hiromu Arakawa"
1421573482,9781421573489,"GANGSTA., VOL. 5",Kohske
292154864X,9782921548649,"GANTZ VOLUME 4","Hiroya Oku"
1935429361,9781935429364,"GENSHIKEN, OMNIBUS 1","Shimoku Kio"
1612622372,9781612622378,"GENSHIKEN: SECOND SEASON, VOL. 1","Shimoku Kio"
1935429868,9781935429869,"GHOST IN THE SHELL: STAND ALONE COMPLEX, VOL. 2","Yu Kinutani"
1612620949,9781612620947,"GHOST IN THE SHELL: STAND ALONE COMPLEX, VOL. 3","Yu Kinutani"
1612620957,9781612620954,"GHOST IN THE SHELL: STAND ALONE COMPLEX, VOL. 4","Yu Kinutani"
1935934899,9781935934899,"GIRL FRIENDS: THE COMPLETE COLLECTION, VOL. 1","Morinaga Milk"
1937867099,9781937867096,"GIRL FRIENDS: THE COMPLETE COLLECTION, VOL. 2","Morinaga Milk"
193542940X,9781935429401,"GON, VOL. 2","Masashi Tanaka"
None,9781932234756,"GTO: THE EARLY YEARS, VOL. 11","Tohru Fujisawa"
1932234861,9781932234862,"GTO: THE EARLY YEARS, VOL. 12","Tohru Fujisawa"
1932234926,9781932234923,"GTO: THE EARLY YEARS, VOL. 12","Tohru Fujisawa"
None,9781935934141,"GUNSLINGER GIRL, OMNIBUS VOL. 4","Yu Aida"
1937867072,9781937867072,"GUNSLINGER GIRL, OMNIBUS VOL. 6","Yu Aida"
"","","Gentlemen’s Alliance, Vol. 9","Arina Tanemura"
1626920354,9781626920354,"HAGANAI, I DON'T HAVE MANY FRIENDS VOL. 7","Yomi Hirasaka and Itachi"
1937867307,9781937867300,"HAGANAI, I DON'T HAVE MANY FRIENDS, VOL. 3","Yomi Hirasaka and Itachi"
162692077X,9781626920774,"HAGANAI, I DON'T HAVE MANY FRIENDS, VOL. 9","Yomi Hirasaka and Itachi"
1937867129,9781937867126,"HAGANAI, VOL. 1","Yomi Hirasaka and Itachi"
193786717X,9781937867171,"HAGANAI: I DON'T HAVE MANY FRIENDS, VOL. 2","Yomi Hirasaka and Itachi"
1421559412,9781421559414,"HAPPY MARRIAGE?! VOL. 8","Maki Enjoji"
0316336661,9780316336666,"HE'S MY ONLY VAMPIRE, VOL. 1","Aya Shouoto"
1595824987,9781595824981,"HELLSING, VOL. 10","Kohta Hirano"
1427818762,9781427818768,"HETALIA AXIS POWERS, VOL. 1","Hidekaz Himaruya"
1427818878,9781427818874,"HETALIA AXIS POWERS, VOL. 2","Hidekaz Himaruya"
0316407364,9780316407366,"HIGH SCHOOL DXD, VOL. 1","Ichiei Ishibumi and Hiroji Mishima"
0316376825,9780316376822,"HIGH SCHOOL DXD, VOL. 2","Ichiei Ishibumi and Hiroji Mishima"
0316334847,9780316334846,"HIGH SCHOOL DXD, VOL. 4","Hiroji Mishima, Ichiei Ishibumi and Zero Miyama"
031613239X,9780316132398,"HIGH SCHOOL OF THE DEAD, VOL. 2","Daisuke Sato and Shouji Sato"
0316132454,9780316132459,"HIGH SCHOOL OF THE DEAD, VOL. 4","Daisuke Sato and Shouji Sato"
0316132462,9780316132466,"HIGHSCHOOL OF THE DEAD, VOL. 5","Daisuke Sato and Shouji Sato"
0316209430,9780316209434,"HIGHSCHOOL OF THE DEAD, VOL. 6","Daisuke Sato"
0316209449,9780316209441,"HIGHSCHOOL OF THE DEAD, VOL. 7","Daisuke Sato"
0316123846,9780316123846,"HIGURASHI WHEN THEY CRY, ATONEMENT ARC, VOL. 1",Ryukishi07
031622541X,9780316225410,"HIGURASHI WHEN THEY CRY, MASSACRE ARC, VOL. 1",Ryukishi07
0316123854,9780316123853,"HIGURASHI WHEN THEY CRY, VOL. 16","Karin Ryukishi07"
0316123781,9780316123785,"HIGURASHI WHEN THEY CRY: EYE OPENING ARC, VOL. 2",Ryukishi07
0759529884,9780759529885,"HIGURASHI: WHEN THEY CRY, VOL. 2","Ryukishi07 and Jiro Suzuki"
0759529868,9780759529861,"HIGURASHI: WHEN THEY CRY, VOL. 2","Ryukishi07 and Yutori Houjyou"
1421543435,9781421543437,"HONEY DARLING, VOL. 1","Norikazu Akira"
142153214X,9781421532141,"HOUSE OF FIVE LEAVES, VOL. 5","Natsume Ono"
None,9781421535425,"HOUSE OF FIVE LEAVES, VOL. 6","Natsume Ono"
1421542021,9781421542027,"HOUSE OF FIVE LEAVES, VOL. 8","Natsume Ono"
1935429434,9781935429432,"I AM HERE!, VOL. 2","Ema Toyama"
0316243132,9780316243131,"INU X BOKU SS, VOL. 1","Cocoa Fujiwara"
0316322091,9780316322096,"INU X BOKU SS, VOL. 3","Cocoa Fujiwara"
292154864X,9782921548649,"INUYASHA, VOL. 38","Rumiko Takahashi"
1421528908,9781421528908,"INUYASHA, VOL. 40","Rumiko Takahashi"
1421529971,9781421529974,"INUYASHA, VOL. 47","Rumiko Takahashi"
142152998X,9781421529981,"INUYASHA, VOL. 48","Rumiko Takahashi"
1421530007,9781421530000,"INUYASHA, VOL. 50","Rumiko Takahashi"
1421530023,9781421530024,"INUYASHA, VOL. 52","Rumiko Takahashi"
1421530031,9781421530031,"INUYASHA, VOL. 53","Rumiko Takahashi"
142153004X,9781421530048,"INUYASHA, VOL. 54","Rumiko Takahashi"
1421530058,9781421530055,"INUYASHA, VOL. 55","Rumiko Takahashi"
031624533X,9780316245333,"IS THIS A ZOMBIE, VOL. 4","Shinichi Kimura and Sacchi"
None,9780316210362,"IS THIS A ZOMBIE?, VOL. 1","Shinichi Kimura"
0316210382,9780316210386,"IS THIS A ZOMBIE?, VOL. 3","Shinichi Kimura and Sacchi"
0316252719,9780316252713,"IS THIS A ZOMBIE?, VOL. 5","Shinichi Kimura and Sacchi"
0316207845,9780316207843,"JACK FROST, VOL. 6","JinHo Ko"
1421578794,9781421578798,"JOJO'S BIZARRE ADVENTURES: PHANTOM BLOOD, VOL. 1","Hirohiko Araki"
1421540878,9781421540870,"JORMUNGAND, VOL. 8","Keitaro Takahashi"
0316252662,9780316252669,"JUDGE, VOL. 1","Yoshiki Tonogai"
0316240338,9780316240338,"JUDGE, VOL. 3","Yoshiki Tonogai"
0316240346,9780316240345,"JUDGE, VOL. 4","Yoshiki Tonogai"
0316240362,9780316240369,"JUDGE, VOL. 6","Yoshiki Tonogai"
1427815216,9781427815217,"JUNJO ROMANTICA, VOL. 10","Shungiku Nakamura"
1427817898,9781427817891,"JUNJO ROMANTICA, VOL. 12","Shungiki Nakamura"
031625424X,9780316254243,"K-ON! HIGH SCHOOL",Kakifly
0316119334,9780316119337,"K-ON!, VOL. 1",Kakifly
0316119407,9780316119405,"K-ON!, VOL. 2",Kakifly
0316188352,9780316188357,"K-ON!, VOL. 4",Kakifly
0316187623,9780316187626,"K-ON, VOL. 3",kakifly
1421542692,9781421542690,"KAMISAMA KISS, VOL. 10","Julietta Suzuki"
1421555867,9781421555867,"KAMISAMA KISS, VOL. 14","Julietta Suzuki"
1421563088,9781421563084,"KAMISAMA KISS, VOL. 15","Julietta Suzuki"
1421567644,9781421567648,"KAMISAMA KISS, VOL. 16","Julietta Suzuki"
1421577259,9781421577258,"KAMISAMA KISS, VOL. 17","Julietta Suzuki"
1421538237,9781421538235,"KAMISAMA KISS, VOL. 5","Julietta Suzuki"
1421540258,9781421540252,"KAMISAMA KISS, VOL. 7","Julietta Suzuki"
None,9781421540825,"KAMISAMA KISS, VOL. 8","Julietta Suzuki"
142154198X,9781421541983,"KAMISAMA KISS, VOL. 9","Julietta Suzuki"
1604962674,9781604962673,"KANNAGI, VOL. 1","Eri Takenashi"
1421531321,9781421531328,"KARAKURIDOJI ULTIMO, VOL. 1","Stan Lee and Hiroyuki Takei"
1421538229,9781421538228,"KIMI NI TODOKE: FROM ME TO YOU, VOL. 10","Karuho Shiina"
1421531763,9781421531762,"KIMI NI TODOKE: FROM ME TO YOU, VOL. 8","Karuho Shiina"
0316401188,9780316401180,"KINGDOM HEARTS 358/2 DAYS, VOL. 1","Shiro Amano"
0316401196,9780316401197,"KINGDOM HEARTS 358/2 DAYS, VOL. 2","Shiro Amano"
031640120X,9780316401203,"KINGDOM HEARTS 358/2 DAYS, VOL. 3","Shiro Amano"
0316286761,9780316286763,"KINGDOM HEARTS 358/2 DAYS, VOL. 4","Shiro Amano"
0316401145,9780316401142,"KINGDOM HEARTS II, VOL. 1","Shiro Amano"
0316401153,9780316401159,"KINGDOM HEARTS II, VOL. 2","Shiro Amano"
0316288799,9780316288798,"KINGDOM HEARTS II, VOL. 3","Shiro Amano"
0316255629,9780316255622,"KINGDOM HEARTS, CHAIN OF MEMORIES","Shiro Amano"
0316254207,9780316254205,"KINGDOM HEARTS, CHAIN OF MEMORIES","Shiro Amano"
0316254207,9780316254205,"KINGDOM HEARTS, FINAL MIX, VOL. 1","Shiro Amano"
1421533685,9781421533681,"KINGYO USED BOOKS, VOL. 4","Seimu Yoshizaki"
1935429450,9781935429456,"KITCHEN PRINCESS OMNIBUS, VOL. 2","Miyuki Kobayashi and Natsumi Ando"
0345510275,9780345510273,"KITCHEN PRINCESS, VOL. 10","Miyuki Kobayashi and Natsumi Ando"
0316085367,9780316085366,"KOBATO, VOL. 1",Clamp
1421536897,9781421536897,"LIBRARY WARS, VOL. 4","Hiro Arikawa"
1421539772,9781421539775,"LIBRARY WARS: LOVE & WAR, VOL. 6","Hiro Arikawa"
1421541238,9781421541235,"LIBRARY WARS: LOVE & WAR, VOL. 7","Kiiro Yumi"
1421542684,9781421542683,"LIBRARY WARS: LOVE AND WAR, VOL. 8","Kiiro Yumi"
1616551348,9781616551346,"LONE WOLF AND CUB OMNIBUS VOL. 1","Kazuo Koike and Goseki Kojima"
1612620213,9781612620213,"LOVE HINA OMNIBUS, VOL. 4","Ken Akamatsu"
1612620205,9781612620206,"LOVE HINA, OMNIBUS VOL. 3","Ken Akamatsu"
1421549905,9781421549903,"LOVELESS VOL. 1, 2-IN-1","Yun Kouga"
1421543257,9781421543253,"LOVELESS, VOL. 10","Yun Kouga"
1421553813,9781421553818,"LOVELESS, VOL. 11","Yun Kouga"
1421573490,9781421573496,"LOVELESS, VOL. 12","Yun Kouga"
1421543249,9781421543246,"LOVELESS, VOL. 9","Yun Kouga"
1421549913,9781421549910,"LOVELESS: 2-IN-1, VOL. 2","Yun Kouga"
1421549921,9781421549927,"LOVELESS: 2-IN-1, VOL. 3","Yun Kouga"
142154993X,9781421549934,"LOVELESS: 2-IN-1, VOL. 4","Yun Kouga"
1604961120,9781604961126,"LUCKY STAR MANGA, VOL. 1","Kagami Yoshimizu"
142155951X,9781421559513,"MAGI: THE LABYRINTH OF MAGIC, VOL. 1","Shinobu Otaka"
1421559552,9781421559551,"MAGI: THE LABYRINTH OF MAGIC, VOL. 5","Shinobu Ohtaka"
1595826696,9781595826695,"MAGIC KNIGHT RAYEARTH 2, OMNIBUS EDITION",Clamp
1427816905,9781427816900,"MAID SAMA!, VOL. 6","Hiro Fujiwara"
1427818193,9781427818195,"MAID SAMA!, VOL. 7","Hiro Fujiwara"
1427816891,9781427816894,"MAID SAMA, VOL. 5","Hiro Fujiwara"
1612629032,9781612629032,"MANGA DOGS, VOL. 1","Ema Toyama"
1421537559,9781421537559,"MARCH STORY, VOL. 1","Kyung-il Yang and Hyung-min Kim"
1421549263,9781421549262,"MARCH STORY, VOL. 4","kim Hyung-min and Yang kyung-il"
1421564351,9781421564357,"MARCH STORY, VOL. 5","Kim Hyung-min and Yang kyung-il"
1935429558,9781935429555,"MARDOCK SCRAMBLE, VOL. 3","Tow Ubukata"
None,9781612620664,"MARDOCK SCRAMBLE, VOL. 4","Tou Ubukata"
1421575892,9781421575896,"MASTER KEATON, VOL. 1","Naoki Urasawa, Hokusei Katsushika and Takashi Nagasaki"
075952971X,9780759529717,"MAXIMUM RIDE MANGA, VOL. 5","James Patterson"
0759529515,9780759529519,"MAXIMUM RIDE, VOL. 1","James Patterson and NaRae Lee"
075952968X,9780759529687,"MAXIMUM RIDE, VOL. 2","James Patterson and NaRae Lee"
0759529698,9780759529694,"MAXIMUM RIDE, VOL. 3","James Patterson and NaRae Lee"
0759529701,9780759529700,"MAXIMUM RIDE, VOL. 4","James Patterson and NaRae Lee"
0759529728,9780759529724,"MAXIMUM RIDE, VOL. 6","James Patterson"
0759529744,9780759529748,"MAXIMUM RIDE, VOL. 8","James Patterson and NaRae Lee"
0759529736,9780759529731,"MAXIMUM RIDE: THE MANGA, VOL. 7","James Patterson and NaRae Lee"
1626920494,9781626920491,"MAYO CHIKI!, VOL. 7","Hajime Asano and Neet"
193786734X,9781937867348,"MAYO CHIKI, VOL. 3","Hajime Asano"
1401224814,9781401224813,"MEGATOKYO, VOL. 6","Fred Gallagher"
1935654438,9781935654438,"MESSAGE TO ADOLF, VOL.  1","Osamu Tezuka"
1421559455,9781421559452,"MIDNIGHT SECRETARY, VOL. 2","Tomu Ohmi"
1421559471,9781421559476,"MIDNIGHT SECRETARY, VOL. 4","Tomu Ohmi"
1935429981,9781935429982,"MILES EDGEWORTH, ACE ATTORNEY INVESTIGATIONS, VOL. 2","Kenji Kuroda"
1612620965,9781612620961,"MILES EDGEWORTH, ACE ATTORNEY INVESTIGATIONS, VOL. 3","Kenji Kuroda"
1421572443,9781421572444,"MILLENNIUM SNOW, VOL. 3","Bisco Hatori"
142157246X,9781421572468,"MILLENNIUM SNOW, VOL. 4","Bisco Hatori"
1612622844,9781612622842,"MISSIONS OF LOVE, VOL. 2","Ema Toyama"
1612622860,9781612622866,"MISSIONS OF LOVE, VOL. 4","Ema Toyama"
193565487X,9781935654872,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 1","Yoshikazu Yasuhiko and Hajime Yatate"
1935654888,9781935654889,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 2","Hajime Yatate and Hajime Yatate"
1935654977,9781935654971,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 3","Yoshikazu Yasuhiko and  Hajime Yatate"
1939130190,9781939130198,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 5","Yoshikazu Yasuhiko"
1939130204,9781939130204,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 6","Yoshikazu Yasuhiko"
1939130670,9781939130679,"MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 7","Yoshikazu Yasuhiko"
1935429523,9781935429524,"MONSTER HUNTER ORAGE, VOL. 4","Hiro Mashima"
1937867900,9781937867904,"MONSTER MUSUME, VOL. 1",Okayado
1626920036,9781626920033,"MONSTER MUSUME, VOL. 2",Okayado
1626920311,9781626920316,"MONSTER MUSUME, VOL. 3",Okayado
162692046X,9781626920460,"MONSTER MUSUME, VOL. 4",Okayado
1626921067,9781626921061,"MONSTER MUSUME, VOL. 5",Okayado
1626921202,9781626921207,"MONSTER MUSUME, VOL. 6",Okayado
1612625894,9781612625898,"MONSTER SOUL, VOL. 1","Hiro Mashima"
2765408963,9782765408963,"MPD-Psycho, Vol. 8","Eiji Otsuka"
1421533081,9781421533087,"NANA, VOL. 21","Ai Yazawa"
142153536X,9781421535364,"NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 18","Naoki Urasawa"
1421535378,9781421535371,"NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 19","Naoki Urasawa"
1421542773,9781421542775,"NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 22","Naoki Urasawa"
1421539896,9781421539898,"NARUTO (3-IN-1 EDITION), VOL. 1","Masashi Kishimoto"
1421533049,9781421533049,"NARUTO 46","Masashi Kishimoto"
2765408939,9782765408932,"NARUTO, VOL. 31","Masashi Kishimoto"
1421528436,9781421528434,"NARUTO, VOL. 42","Masashi Kishimoto"
1421529297,9781421529295,"NARUTO, VOL. 43","Masashi Kishimoto"
1421531348,9781421531342,"NARUTO, VOL. 44","Masashi Kishimoto"
1421531356,9781421531359,"NARUTO, VOL. 45","Masashi Kishimoto"
1421533057,9781421533056,"NARUTO, VOL. 47","Masashi Kishimoto"
1421534746,9781421534749,"NARUTO, VOL. 48","Masashi Kishimoto"
1421534754,9781421534756,"NARUTO, VOL. 49","Masashi Kishimoto"
1421534975,9781421534978,"NARUTO, VOL. 50","Masashi Kishimoto"
1421534983,9781421534985,"NARUTO, VOL. 51","Masashi Kishimoto"
1421539578,9781421539577,"NARUTO, VOL. 52","Masashi Kishimoto"
1421540495,9781421540498,"NARUTO, VOL. 53","Masashi Kishimoto"
1421541025,9781421541020,"NARUTO, VOL. 54","Masashi Kishimoto"
1421541521,9781421541525,"NARUTO, VOL. 55","Masashi Kishimoto"
1421542072,9781421542072,"NARUTO, VOL. 56","Masashi Kishimoto"
1421543060,9781421543062,"NARUTO, VOL. 57","Masashi Kishimoto"
1421543281,9781421543284,"NARUTO, VOL. 58","Masashi Kishimoto"
1421549425,9781421549422,"NARUTO, VOL. 59","Masashi Kishimoto"
1421549433,9781421549439,"NARUTO, VOL. 60","Masashi Kishimoto"
1421552485,9781421552484,"NARUTO, VOL. 61","Masashi Kishimoto"
1421556197,9781421556192,"NARUTO, VOL. 62","Masashi Kishimoto"
1421558858,9781421558851,"NARUTO, VOL. 63","Masashi Kishimoto"
1421561395,9781421561394,"NARUTO, VOL. 64","Masashi Kishimoto"
1421564556,9781421564555,"NARUTO, VOL. 65","Masashi Kishimoto"
1421569485,9781421569482,"NARUTO, VOL. 66","Masashi Kishimoto"
1421573849,9781421573847,"NARUTO, VOL. 67","Masashi Kishimoto"
1421576821,9781421576824,"NARUTO, VOL. 68","Masashi Kishimoto"
1421578565,9781421578569,"NARUTO, VOL. 69","Masashi Kishimoto"
1612622399,9781612622392,"NEGIMA MAGISTER NEGI MAGI, VOL. 36","Ken Akamatsu"
1612622712,9781612622712,"NEGIMA MAGISTER NEGI MAGI, VOL. 37","Ken Akamatsu"
1612622437,9781612622439,"NEGIMA MAGISTER NEGI MAGI, VOL. 38","Ken Akamatsu"
0345518829,9780345518828,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25","Ken Akamatsu"
1439562091,9781439562093,"NEGIMA! 21 (MAGISTER NEGI MAGI)","Ken Akamatsu"
0345510305,9780345510303,"NEGIMA! 22","Ken Akamatsu"
0345521609,9780345521606,"NEGIMA! 28","Ken Akamatsu"
1935429620,9781935429623,"NEGIMA! MAGISTER NEGI MAGI, OMNIBUS 1","Ken Akamatsu"
None,9781612620671,"NEGIMA! MAGISTER NEGI MAGI, OMNIBUS VOL. 4","Ken Akamatsu"
0345514262,9780345514264,"NEGIMA! MAGISTER NEGI MAGI, VOL. 23","Ken Akamatsu"
0345514270,9780345514271,"NEGIMA! MAGISTER NEGI MAGI, VOL. 24","Ken Akamatsu"
0345521110,9780345521118,"NEGIMA! MAGISTER NEGI MAGI, VOL. 26","Ken Akamatsu"
0345521595,9780345521590,"NEGIMA! MAGISTER NEGI MAGI, VOL. 27","Ken Akamatsu"
1935429566,9781935429562,"NEGIMA! MAGISTER NEGI MAGI, VOL. 29","Ken Akamatsu"
1935429574,9781935429579,"NEGIMA! MAGISTER NEGI MAGI, VOL. 30","Ken Akamatsu"
1935429590,9781935429593,"NEGIMA! MAGISTER NEGI MAGI, VOL. 32","Ken Akamatsu"
1612621155,9781612621159,"NEGIMA! MAGISTER NEGI MAGI, VOL. 33","Ken Akamatsu"
1612621163,9781612621166,"NEGIMA! MAGISTER NEGI MAGI, VOL. 34","Ken Akamatsu"
1612621201,9781612621203,"NEGIMA! MAGISTER NEGI MAGI, VOL. 35","Ken Akamatsu"
1935429582,9781935429586,"NEGIMA!, VOL. 31","Ken Akamatsu"
0345509986,9780345509987,"NEGIMA!? NEO (MAGISTER NEGI MAGI),  Vol. 1","Takuya Fujiyama and Ken Akamatsu"
0345510178,9780345510174,"NEGIMA!? NEO MAGISTER NEGI MAGI, VOL. 2","Ken Akamatsu and Takuya Fujiyama"
0345510186,9780345510181,"NEGIMA!? NEO MAGISTER NEGI MAGI, VOL. 3","Ken Akamatsu and Takuya Fujiyama"
1595829326,9781595829320,"NEON GENESIS EVANGELION, VOL. 11","Osamu Takahashi"
1421552914,9781421552910,"NEON GENESIS EVANGELION, VOL. 13","Yoshiyuki Sadamoto"
1421578352,9781421578354,"NEON GENESIS EVANGELION, VOL. 14","Yoshiyuki Sadamoto"
1595828796,9781595828798,"NEON GENESIS: EVANGELION, VOL. 10","Osamu Takahashi"
0759528616,9780759528611,"NIGHTSCHOOL, VOL. 3","Svetlana Chmakova"
031609126X,9780316091268,"NIGHTSCHOOL, VOL. 4","Svetlana Chmakova"
1606995839,9781606995839,"NIJIGAHARA HOLOGRAPH","Inio Asano Inio"
0345512421,9780345512420,"NINJA GIRLS, VOL. 1","Hosana Tanaka"
0345512448,9780345512444,"NINJA GIRLS, VOL. 3","Hosana Tanaka"
0345512456,9780345512451,"NINJA GIRLS, VOL. 4","Hosana Tanaka"
1935429671,9781935429678,"NINJA GIRLS, VOL. 7","Hosana Tanaka"
193542968X,9781935429685,"NINJA GIRLS, VOL. 8","Hosana Tanaka"
1612620701,9781612620701,"NINJA GIRLS, VOL. 9","Hosana Tanaka"
1421573792,9781421573793,"NISEKOI: FALSE LOVE 7","Naoshi Komi"
1421557991,9781421557991,"NISEKOI: FALSE LOVE, VOL. 1","Naoshi Komi"
1421560046,9781421560045,"NISEKOI: FALSE LOVE, VOL. 2","Naoshi Komi"
1421564491,9781421564494,"NISEKOI: FALSE LOVE, VOL. 3","Naoshi Komi"
1421565846,9781421565842,"NISEKOI: FALSE LOVE, VOL. 4","Naoshi Komi"
1421565854,9781421565859,"NISEKOI: FALSE LOVE, VOL. 5","Naoshi Komi"
1421565862,9781421565866,"NISEKOI: FALSE LOVE, VOL. 6","Naoshi Komi"
1421573806,9781421573809,"NISEKOI: FALSE LOVE, VOL. 8","Naoshi Komi"
1626920796,9781626920798,"NO GAME, NO LIFE, VOL. 1","Yuu Kamiya and Mashiro Hiiragi"
0316336092,9780316336093,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!,  VOL. 5","Nico Tanigawa"
0316243167,9780316243162,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 1","Nico Tanigawa"
0316322040,9780316322041,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 2","Nico Tanigawa"
0316322059,9780316322058,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 3","Nico Tanigawa"
0316376744,9780316376747,"NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 4","Nico Tanigawa"
